"","Location","Date","temp"
"345","Alabama","192309","75.8"
"346","Alabama","192310","63"
"347","Alabama","192311","51.1"
"348","Alabama","192312","53.5"
"349","Alabama","192401","40.6"
"350","Alabama","192402","46.5"
"351","Alabama","192403","50.4"
"352","Alabama","192404","62.6"
"353","Alabama","192405","67.3"
"354","Alabama","192406","79.5"
"355","Alabama","192407","79.7"
"356","Alabama","192408","81.5"
"357","Alabama","192409","72.4"
"358","Alabama","192410","64"
"359","Alabama","192411","55.1"
"360","Alabama","192412","47.4"
"361","Alabama","192501","47.1"
"362","Alabama","192502","52.2"
"363","Alabama","192503","57.2"
"364","Alabama","192504","67.3"
"365","Alabama","192505","69.4"
"366","Alabama","192506","80.6"
"367","Alabama","192507","81.6"
"368","Alabama","192508","80.4"
"369","Alabama","192509","83.1"
"370","Alabama","192510","64.8"
"371","Alabama","192511","51.8"
"372","Alabama","192512","44"
"373","Alabama","192601","43.8"
"374","Alabama","192602","50.1"
"375","Alabama","192603","49"
"376","Alabama","192604","60.4"
"377","Alabama","192605","70"
"378","Alabama","192606","77.3"
"379","Alabama","192607","79.1"
"380","Alabama","192608","80.3"
"381","Alabama","192609","79"
"382","Alabama","192610","66"
"383","Alabama","192611","49.4"
"384","Alabama","192612","50.4"
"385","Alabama","192701","47.8"
"386","Alabama","192702","57.7"
"387","Alabama","192703","56"
"388","Alabama","192704","67.6"
"389","Alabama","192705","72.6"
"390","Alabama","192706","78"
"391","Alabama","192707","80.6"
"392","Alabama","192708","78"
"393","Alabama","192709","77.1"
"394","Alabama","192710","66.5"
"395","Alabama","192711","59.3"
"396","Alabama","192712","45.8"
"397","Alabama","192801","44"
"398","Alabama","192802","47.3"
"399","Alabama","192803","55.2"
"400","Alabama","192804","59.2"
"401","Alabama","192805","69.1"
"402","Alabama","192806","75.8"
"403","Alabama","192807","80.5"
"404","Alabama","192808","80.6"
"405","Alabama","192809","72.9"
"406","Alabama","192810","67.2"
"407","Alabama","192811","52.3"
"408","Alabama","192812","45.7"
"409","Alabama","192901","48.1"
"410","Alabama","192902","45.4"
"411","Alabama","192903","58.7"
"412","Alabama","192904","66.4"
"413","Alabama","192905","71.1"
"414","Alabama","192906","77"
"415","Alabama","192907","79.8"
"416","Alabama","192908","79.9"
"417","Alabama","192909","74.4"
"418","Alabama","192910","62.3"
"419","Alabama","192911","53.9"
"420","Alabama","192912","44.2"
"421","Alabama","193001","44.8"
"422","Alabama","193002","53.1"
"423","Alabama","193003","51.6"
"424","Alabama","193004","64.6"
"425","Alabama","193005","72.3"
"426","Alabama","193006","76.8"
"427","Alabama","193007","83.4"
"428","Alabama","193008","79.1"
"429","Alabama","193009","76.4"
"430","Alabama","193010","61.5"
"431","Alabama","193011","52.9"
"432","Alabama","193012","42.7"
"433","Alabama","193101","43.7"
"434","Alabama","193102","48.9"
"435","Alabama","193103","49.1"
"436","Alabama","193104","60.8"
"437","Alabama","193105","67.9"
"438","Alabama","193106","79.2"
"439","Alabama","193107","81.2"
"440","Alabama","193108","77.4"
"441","Alabama","193109","78.9"
"442","Alabama","193110","67.5"
"443","Alabama","193111","59.7"
"444","Alabama","193112","54.3"
"445","Alabama","193201","51.9"
"446","Alabama","193202","56.9"
"447","Alabama","193203","50.7"
"448","Alabama","193204","63.9"
"449","Alabama","193205","69.4"
"450","Alabama","193206","78.5"
"451","Alabama","193207","82.4"
"452","Alabama","193208","80.2"
"453","Alabama","193209","74.3"
"454","Alabama","193210","62"
"455","Alabama","193211","48.9"
"456","Alabama","193212","49.1"
"457","Alabama","193301","51.4"
"458","Alabama","193302","48.1"
"459","Alabama","193303","54.9"
"460","Alabama","193304","62"
"461","Alabama","193305","75.6"
"462","Alabama","193306","78"
"463","Alabama","193307","79"
"464","Alabama","193308","79.6"
"465","Alabama","193309","78.8"
"466","Alabama","193310","65.2"
"467","Alabama","193311","53.7"
"468","Alabama","193312","54.9"
"469","Alabama","193401","48.3"
"470","Alabama","193402","43.8"
"471","Alabama","193403","53"
"472","Alabama","193404","63.4"
"473","Alabama","193405","71.2"
"474","Alabama","193406","79.4"
"475","Alabama","193407","81.2"
"476","Alabama","193408","80.1"
"477","Alabama","193409","74"
"478","Alabama","193410","65.8"
"479","Alabama","193411","55.8"
"480","Alabama","193412","44.8"
"481","Alabama","193501","46.7"
"482","Alabama","193502","48.5"
"483","Alabama","193503","60.4"
"484","Alabama","193504","63.7"
"485","Alabama","193505","71.9"
"486","Alabama","193506","76.3"
"487","Alabama","193507","80.6"
"488","Alabama","193508","80.9"
"489","Alabama","193509","74.1"
"490","Alabama","193510","66"
"491","Alabama","193511","54.7"
"492","Alabama","193512","39.1"
"493","Alabama","193601","43.1"
"494","Alabama","193602","44.5"
"495","Alabama","193603","58.3"
"496","Alabama","193604","61.2"
"497","Alabama","193605","72.7"
"498","Alabama","193606","80.3"
"499","Alabama","193607","81.2"
"500","Alabama","193608","80.2"
"501","Alabama","193609","77.7"
"502","Alabama","193610","66"
"503","Alabama","193611","51.8"
"504","Alabama","193612","48.7"
"505","Alabama","193701","57"
"506","Alabama","193702","47.5"
"507","Alabama","193703","52.1"
"508","Alabama","193704","62.5"
"509","Alabama","193705","72.2"
"510","Alabama","193706","79.6"
"511","Alabama","193707","79.4"
"512","Alabama","193708","80.3"
"513","Alabama","193709","72.8"
"514","Alabama","193710","61.8"
"515","Alabama","193711","50.1"
"516","Alabama","193712","45.4"
"517","Alabama","193801","46.2"
"518","Alabama","193802","54"
"519","Alabama","193803","62"
"520","Alabama","193804","63"
"521","Alabama","193805","72.1"
"522","Alabama","193806","76.6"
"523","Alabama","193807","79.8"
"524","Alabama","193808","80.8"
"525","Alabama","193809","74.2"
"526","Alabama","193810","65.2"
"527","Alabama","193811","54.8"
"528","Alabama","193812","45.8"
"529","Alabama","193901","48.8"
"530","Alabama","193902","51.7"
"531","Alabama","193903","57.8"
"532","Alabama","193904","61.4"
"533","Alabama","193905","70"
"534","Alabama","193906","78.3"
"535","Alabama","193907","80.1"
"536","Alabama","193908","77.8"
"537","Alabama","193909","76.4"
"538","Alabama","193910","65.5"
"539","Alabama","193911","50.9"
"540","Alabama","193912","47.8"
"541","Alabama","194001","32.1"
"542","Alabama","194002","44.4"
"543","Alabama","194003","53.9"
"544","Alabama","194004","61.3"
"545","Alabama","194005","68"
"546","Alabama","194006","76.4"
"547","Alabama","194007","77.9"
"548","Alabama","194008","79.6"
"549","Alabama","194009","72.6"
"550","Alabama","194010","64.7"
"551","Alabama","194011","53.1"
"552","Alabama","194012","50.1"
"553","Alabama","194101","46.2"
"554","Alabama","194102","42.7"
"555","Alabama","194103","49"
"556","Alabama","194104","64.8"
"557","Alabama","194105","72.7"
"558","Alabama","194106","78"
"559","Alabama","194107","80"
"560","Alabama","194108","80.1"
"561","Alabama","194109","77.3"
"562","Alabama","194110","70.9"
"563","Alabama","194111","52.8"
"564","Alabama","194112","48.7"
"565","Alabama","194201","42.5"
"566","Alabama","194202","43.2"
"567","Alabama","194203","53.9"
"568","Alabama","194204","63.6"
"569","Alabama","194205","70.5"
"570","Alabama","194206","77.8"
"571","Alabama","194207","80.3"
"572","Alabama","194208","77.8"
"573","Alabama","194209","72.4"
"574","Alabama","194210","64.6"
"575","Alabama","194211","56"
"576","Alabama","194212","47.4"
"577","Alabama","194301","47.7"
"578","Alabama","194302","49.4"
"579","Alabama","194303","52.8"
"580","Alabama","194304","62.9"
"581","Alabama","194305","73.3"
"582","Alabama","194306","80.9"
"583","Alabama","194307","81.1"
"584","Alabama","194308","81.4"
"585","Alabama","194309","71.7"
"586","Alabama","194310","61.5"
"587","Alabama","194311","50.8"
"588","Alabama","194312","45.4"
"589","Alabama","194401","45.2"
"590","Alabama","194402","54"
"591","Alabama","194403","56"
"592","Alabama","194404","61.6"
"593","Alabama","194405","72.1"
"594","Alabama","194406","80.2"
"595","Alabama","194407","79.3"
"596","Alabama","194408","78.8"
"597","Alabama","194409","75.3"
"598","Alabama","194410","63"
"599","Alabama","194411","53.4"
"600","Alabama","194412","44.4"
"601","Alabama","194501","44.8"
"602","Alabama","194502","51.4"
"603","Alabama","194503","63.4"
"604","Alabama","194504","65.4"
"605","Alabama","194505","68.4"
"606","Alabama","194506","78.2"
"607","Alabama","194507","79.4"
"608","Alabama","194508","79.4"
"609","Alabama","194509","77.1"
"610","Alabama","194510","62.6"
"611","Alabama","194511","55.6"
"612","Alabama","194512","40.5"
"613","Alabama","194601","46.5"
"614","Alabama","194602","49.8"
"615","Alabama","194603","59.9"
"616","Alabama","194604","65.9"
"617","Alabama","194605","69.8"
"618","Alabama","194606","75.7"
"619","Alabama","194607","78.6"
"620","Alabama","194608","77.3"
"621","Alabama","194609","72.4"
"622","Alabama","194610","63.8"
"623","Alabama","194611","59.3"
"624","Alabama","194612","50.3"
"625","Alabama","194701","49.3"
"626","Alabama","194702","41.1"
"627","Alabama","194703","48.7"
"628","Alabama","194704","65"
"629","Alabama","194705","69.5"
"630","Alabama","194706","76.7"
"631","Alabama","194707","76.9"
"632","Alabama","194708","80.6"
"633","Alabama","194709","76.1"
"634","Alabama","194710","68.9"
"635","Alabama","194711","51.8"
"636","Alabama","194712","47.2"
"637","Alabama","194801","38.5"
"638","Alabama","194802","50.2"
"639","Alabama","194803","57.9"
"640","Alabama","194804","66.7"
"641","Alabama","194805","71.3"
"642","Alabama","194806","78.8"
"643","Alabama","194807","80.5"
"644","Alabama","194808","78.4"
"645","Alabama","194809","72.5"
"646","Alabama","194810","61"
"647","Alabama","194811","55.5"
"648","Alabama","194812","49.5"
"649","Alabama","194901","52.7"
"650","Alabama","194902","52.6"
"651","Alabama","194903","53.7"
"652","Alabama","194904","61.4"
"653","Alabama","194905","72.1"
"654","Alabama","194906","77.2"
"655","Alabama","194907","80.3"
"656","Alabama","194908","78.9"
"657","Alabama","194909","72.4"
"658","Alabama","194910","69"
"659","Alabama","194911","51.8"
"660","Alabama","194912","48.6"
"661","Alabama","195001","58.9"
"662","Alabama","195002","53.2"
"663","Alabama","195003","52.2"
"664","Alabama","195004","59.2"
"665","Alabama","195005","73.7"
"666","Alabama","195006","77.6"
"667","Alabama","195007","77.5"
"668","Alabama","195008","77.1"
"669","Alabama","195009","72.1"
"670","Alabama","195010","66.1"
"671","Alabama","195011","48.6"
"672","Alabama","195012","41.2"
"673","Alabama","195101","46.8"
"674","Alabama","195102","49.3"
"675","Alabama","195103","56.1"
"676","Alabama","195104","61.1"
"677","Alabama","195105","70.2"
"678","Alabama","195106","78.4"
"679","Alabama","195107","80.8"
"680","Alabama","195108","82.4"
"681","Alabama","195109","75.6"
"682","Alabama","195110","65.9"
"683","Alabama","195111","48.7"
"684","Alabama","195112","49.9"
"685","Alabama","195201","52.4"
"686","Alabama","195202","51.1"
"687","Alabama","195203","53.3"
"688","Alabama","195204","61"
"689","Alabama","195205","71.5"
"690","Alabama","195206","82"
"691","Alabama","195207","82.3"
"692","Alabama","195208","79.7"
"693","Alabama","195209","72.1"
"694","Alabama","195210","57.6"
"695","Alabama","195211","51.9"
"696","Alabama","195212","45.3"
"697","Alabama","195301","49"
"698","Alabama","195302","48.9"
"699","Alabama","195303","58.1"
"700","Alabama","195304","60.6"
"701","Alabama","195305","73.8"
"702","Alabama","195306","80.6"
"703","Alabama","195307","79.6"
"704","Alabama","195308","79"
"705","Alabama","195309","73.7"
"706","Alabama","195310","65.3"
"707","Alabama","195311","52.1"
"708","Alabama","195312","44.4"
"709","Alabama","195401","46.9"
"710","Alabama","195402","52"
"711","Alabama","195403","53.8"
"712","Alabama","195404","67.5"
"713","Alabama","195405","66.2"
"714","Alabama","195406","79"
"715","Alabama","195407","82.4"
"716","Alabama","195408","83.4"
"717","Alabama","195409","78.2"
"718","Alabama","195410","65.2"
"719","Alabama","195411","50.9"
"720","Alabama","195412","44.6"
"721","Alabama","195501","44"
"722","Alabama","195502","49.1"
"723","Alabama","195503","58.6"
"724","Alabama","195504","66.2"
"725","Alabama","195505","73.3"
"726","Alabama","195506","73.3"
"727","Alabama","195507","79.8"
"728","Alabama","195508","80.3"
"729","Alabama","195509","76.8"
"730","Alabama","195510","62"
"731","Alabama","195511","51.8"
"732","Alabama","195512","46"
"733","Alabama","195601","42.2"
"734","Alabama","195602","53.5"
"735","Alabama","195603","54.6"
"736","Alabama","195604","61.2"
"737","Alabama","195605","73.3"
"738","Alabama","195606","76.2"
"739","Alabama","195607","79.6"
"740","Alabama","195608","80.1"
"741","Alabama","195609","72.1"
"742","Alabama","195610","65"
"743","Alabama","195611","51"
"744","Alabama","195612","54.2"
"745","Alabama","195701","48.4"
"746","Alabama","195702","56.4"
"747","Alabama","195703","52.7"
"748","Alabama","195704","65"
"749","Alabama","195705","71.8"
"750","Alabama","195706","78.2"
"751","Alabama","195707","79.7"
"752","Alabama","195708","79.5"
"753","Alabama","195709","73.8"
"754","Alabama","195710","59.4"
"755","Alabama","195711","55"
"756","Alabama","195712","47.5"
"757","Alabama","195801","39.7"
"758","Alabama","195802","38.2"
"759","Alabama","195803","50.9"
"760","Alabama","195804","63.3"
"761","Alabama","195805","70.8"
"762","Alabama","195806","77.9"
"763","Alabama","195807","79"
"764","Alabama","195808","78.9"
"765","Alabama","195809","75.1"
"766","Alabama","195810","62.3"
"767","Alabama","195811","55.9"
"768","Alabama","195812","42.6"
"769","Alabama","195901","43.1"
"770","Alabama","195902","49.4"
"771","Alabama","195903","52.1"
"772","Alabama","195904","62.3"
"773","Alabama","195905","72.8"
"774","Alabama","195906","76.6"
"775","Alabama","195907","79.8"
"776","Alabama","195908","80.2"
"777","Alabama","195909","74.7"
"778","Alabama","195910","66.2"
"779","Alabama","195911","51.3"
"780","Alabama","195912","46.9"
"781","Alabama","196001","44.5"
"782","Alabama","196002","44.4"
"783","Alabama","196003","45.3"
"784","Alabama","196004","64.1"
"785","Alabama","196005","67.8"
"786","Alabama","196006","77.3"
"787","Alabama","196007","81.1"
"788","Alabama","196008","79.1"
"789","Alabama","196009","74.6"
"790","Alabama","196010","65.1"
"791","Alabama","196011","53.4"
"792","Alabama","196012","41.8"
"793","Alabama","196101","39.2"
"794","Alabama","196102","52"
"795","Alabama","196103","57.4"
"796","Alabama","196104","58.9"
"797","Alabama","196105","67.7"
"798","Alabama","196106","73.9"
"799","Alabama","196107","77.9"
"800","Alabama","196108","77.4"
"801","Alabama","196109","74.4"
"802","Alabama","196110","62"
"803","Alabama","196111","55.4"
"804","Alabama","196112","47"
"805","Alabama","196201","42.6"
"806","Alabama","196202","55.4"
"807","Alabama","196203","50.9"
"808","Alabama","196204","60"
"809","Alabama","196205","75.3"
"810","Alabama","196206","77"
"811","Alabama","196207","80.8"
"812","Alabama","196208","80.3"
"813","Alabama","196209","74.6"
"814","Alabama","196210","65.6"
"815","Alabama","196211","51.2"
"816","Alabama","196212","42.9"
"817","Alabama","196301","39.1"
"818","Alabama","196302","41.8"
"819","Alabama","196303","58.3"
"820","Alabama","196304","65.8"
"821","Alabama","196305","71.7"
"822","Alabama","196306","77.1"
"823","Alabama","196307","78.1"
"824","Alabama","196308","79.3"
"825","Alabama","196309","73.1"
"826","Alabama","196310","65.7"
"827","Alabama","196311","53.1"
"828","Alabama","196312","37.6"
"829","Alabama","196401","42.4"
"830","Alabama","196402","42.5"
"831","Alabama","196403","54.1"
"832","Alabama","196404","65"
"833","Alabama","196405","71.1"
"834","Alabama","196406","78.4"
"835","Alabama","196407","78.1"
"836","Alabama","196408","78.1"
"837","Alabama","196409","74.6"
"838","Alabama","196410","59.8"
"839","Alabama","196411","56.3"
"840","Alabama","196412","48.3"
"841","Alabama","196501","46.5"
"842","Alabama","196502","46.3"
"843","Alabama","196503","51.3"
"844","Alabama","196504","66.1"
"845","Alabama","196505","72.6"
"846","Alabama","196506","75.7"
"847","Alabama","196507","78.8"
"848","Alabama","196508","78.4"
"849","Alabama","196509","74.8"
"850","Alabama","196510","62.1"
"851","Alabama","196511","56.9"
"852","Alabama","196512","46.6"
"853","Alabama","196601","40"
"854","Alabama","196602","46.6"
"855","Alabama","196603","53.2"
"856","Alabama","196604","63.4"
"857","Alabama","196605","69.3"
"858","Alabama","196606","74.2"
"859","Alabama","196607","80.9"
"860","Alabama","196608","77.5"
"861","Alabama","196609","72.9"
"862","Alabama","196610","61.5"
"863","Alabama","196611","54.4"
"864","Alabama","196612","45.8"
"865","Alabama","196701","45.4"
"866","Alabama","196702","44.3"
"867","Alabama","196703","58.7"
"868","Alabama","196704","67.9"
"869","Alabama","196705","68.8"
"870","Alabama","196706","76.3"
"871","Alabama","196707","76.1"
"872","Alabama","196708","75.2"
"873","Alabama","196709","68.8"
"874","Alabama","196710","60.7"
"875","Alabama","196711","50.4"
"876","Alabama","196712","50.4"
"877","Alabama","196801","42.3"
"878","Alabama","196802","40"
"879","Alabama","196803","52"
"880","Alabama","196804","63.8"
"881","Alabama","196805","69"
"882","Alabama","196806","77.6"
"883","Alabama","196807","78.7"
"884","Alabama","196808","79.4"
"885","Alabama","196809","72.3"
